job_title,job_date,job_desc,job_tasks,comp_name,comp_type,comp_size,eco_activity,qualifications,region,city,benefits,contract,positions,exper,gender,salary_sep,benefits_sep,occupied_positions,total_positions,experience (Years),job_date_gregorian,city_corrected
كاتب شحن,24/05/1444,"['تسجيل بيانات استلام البضاعة وشحنها وتفريغها في السجلات المناسبة، ومراجعة البضائع الواردة استنادا إلى محتويات فواتير الشحن والمستندات والوثائق الأخرى، وإعداد مستندات الشحن، وتسوية الأمور المتعلقة بالتامين والجمارك وخط السير والتسليم، وتتبع عمليات الشحن والاستلام, بما في ذلك استقبال توقيعات المستفيدين للبضائع المستلمة.']","['   تسجيل بيانات استلام البضاعة وشحنها وتفريغها في السجلات المناسبة.', '  مراجعة البضائع الواردة استنادا إلى محتويات فواتير الشحن والمستندات والوثائق الأخرى، ومراجعة مكونات البضاعة المعدة للشحن ومحتوياتها ويدرس جداول فئات تكاليف الشحن.', '  ترتيب عملية تجميع البضاعة والتأكد من صحة العنوان والجهة المرسلة إليها، وإعداد مستندات الشحن، وتسوية الأمور المتعلقة بالتامين والجمارك وخط السير والتسليم', '  اتباع نظام تتبع عمليات الشحن والاستلام, بما في ذلك استقبال توقيعات المستفيدين للبضائع المستلمة', '  الالتزام التام بالأدلة الإجرائية وبالسياسات والإجراءات المنظمة، وقواعد الصحة والسلامة، والتقيد بها.', '  ']",شركة كمال حسن الوسية المحدودة,خاص,متوسطة فئة أ,أنشطة وكالات النقل والشحن البحري,"['Language data', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,M,4000.0,غير محدد,0,1,0,2022-12-18,Riyadh
مهندس معماري داخلي,24/05/1444,['تصميم التعديلات الهيكلية والأثاث والتجهيزات بشكل يتناسب مع المساحات الداخلية، والمساعدة في مباشرة أعمال الإنشاءات.'],"['   وضع التصاميم لمشاريع الإنشاءات الداخلية والديكورات، وإدارة فريق التصميم في اختيار المواد وتطوير المواصفات.', '  إعداد نماذج بالحجم الطبيعي والرسومات والنماذج الرقمية وعرضها على العميل وإجراء التعديلات حسب الرغبة.', '  المساعدة في اختيار المقاولين واختيار المواد والإشراف على التنفيذ.', '  تقديم الدعم لمشروعات تنفيذ التصميمات، ومباشرة تنفيذ التصميم من قِبل المقاول.', '  إعداد الوثائق والتقارير المتخصصة بالأعمال والمشروعات الهندسية ونسب تقدمها وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة', '  ']",مكتب ناصر بريك عبدالله الصفار للاستشارات الهندسية,خاص,صغيرة فئة أ,تقديم خدمات الاستشارات الهندسية في مجال الوقاية والحماية من الحريق,"['Professional certificate \\ License data', 'اعتماد الهيئة السعودية للمهندسين', 'ضروري']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '5000.0']",دوام كامل,0 / 3,0 Years,both,5000.0,غير محدد,0,3,0,2022-12-18,Al-Khobar
موظف استقبال,24/05/1444,['استقبال الزوار والعملاء وتحديد مطالبهم وتوجيههم إلى المرجع المختص واستقبال المكالمات الهاتفية والرد على الاستفسارات او التحويل إلى المرجع المختص وحفظ السجلات الخاصة بالزوار'],"['   استقبال الزوار والعملاء والترحيب بهم وتحديد مطالبهم وتزويدهم بالمعلومات المطلوبة، وإعلام المرجع المعني عن المراجعين والعملاء وارشادهم اليه', '  استقبال المكالمات الهاتفية والرد على الاستفسارات او التحويل إلى المرجع المختص', '  إجراء الاتصالات الداخلية للحصول على المعلومات', '  ترتيب مواعيد المقابلات ,تسجيل اسماء المراجعين والعملاء في السجلات الخاصة بذلك', '  الالتزام التام بالأدلة الإجرائية وبالسياسات والإجراءات المنظمة والتقيد بها.', '  ']",مؤسسة راكان بهجت احمد زاهد لتقديم الوجبات,خاص,صغيرة فئة ب,المطاعم مع الخدمة,"['Skill data', 'اجادة استخدام الحاسب', 'متوسط', 'العمل الجماعي', 'محترف', 'التنسيق في الحجوزات ', 'محترف', 'حسن المظهر والسلوك ', 'محترف', 'Language data', 'الانجليزي', 'متوسط', 'العربية', 'محترف']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 2,2 Years,F,4000.0,غير محدد,0,2,2,2022-12-18,Riyadh
مساعد طبيب أسنان,23/05/1444,['تحضير المواد السنية وخلط الحشوات ومنأولة طبيب الاسنان الأدوات والمواد بحسب طلبه وتفقد الأجهزة والمعدات والأدوات المستخدمة وخدمتها وتخزينها'],"['   استقبال المريض واجلاسه على كرسي طب الاسنان وتوثيق البيانات الشخصية في ملف المريض.', '  تنظيف وتطهير وتعقيم الأجهزة والأدوات المستخدمة في عيادة الاسنان، وتفقد وتشغيل كرسي الاسنان.', '  تحضير المواد السنية المطلوبة وخلط الحشوات المؤقتة والدائمة للاسنان وخلط المواد العازلة.', '  مساعدة طبيب الاسنان في اثناء عمله ومنأولته الأدوات والمواد وسحب اللعاب،وتفقد أدوات ومعدات العمل وتنظيفها وتخزين مواد الاسنان بحسب ظروف التخزين المناسبة.', '  إعداد وتقديم تقارير العمل وتوثيقها وحفظها.', '  ']",مجمع ابتسامة جده الطبي,خاص,صغيرة فئة ب,المجمعات الطبية المتخصصة,"['Skill data', 'التخصص ', 'متوسط', 'Language data', 'الانجليزي ', 'متوسط', 'Professional certificate \\ License data', 'ترخيص االصحة  ', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '4500.0']",دوام كامل,0 / 5,0 Years,F,4500.0,غير محدد,0,5,0,2022-12-17,Jeddah
كاتب استعلامات,23/05/1444,['إعداد كشف بأسماء الموظفين وارقام هواتفهم الداخلية واستقبال المراجعين وتوجيههم إلى المرجع المختص واستقبال الاتصالات الهاتفية والاجابة عن الاستفسارات او التحويل إلى المرجع المختص'],"['   إعداد كشف بأسماء الموظفين وارقام هواتفهم الداخلية لغرض تحويل الاستفسارات والاتصالات الهاتفية', '  استقبال الزوار والمراجعين و توجيههم وإرشادهم إلى الجهة التي يريدونها في الجهة.', '  استقبال المكالمات الهاتفية الواردة والرد على الأسئلة والاستفسارات وتحويلها إلى القسم أو الشخص المطلوب حسب الطلب.', '  الرد على استفسارات وأسئلة الزوار وفقاً للصلاحية المقدمة له وحسب توجيهات المدير المباشر.', '  الالتزام التام بالأدلة الإجرائية وبالسياسات والإجراءات المنظمة والتقيد بها.', '  ']",مؤسسة نهلاء عبدالله حسن العبدالعزيز للزجاج,خاص,صغيرة فئة ب,تقطيع وشطف الزجاج العادي,غير معروف,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,2 Years,M,4000.0,غير محدد,0,1,2,2022-12-17,Riyadh
بائع مأكولات ومشروبات,23/05/1444,['بيع المأكولات و المشروبات للزبائن، وتوفير المعلومات المتعلقة بالمأكولات و المشروبات و أسعارها، وتولي أمور الدفع وتلقي المدفوعات من الزبائن.'],"['   بيع المأكولات و المشروبات للزبائن.', '  توفير المعلومات المتعلقة بالمأكولات و المشروبات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من الزبائن، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",مؤسسة حسن علي حسن السيد لتقديم المشروبات,خاص,متوسطة فئة ب,تقديم العصائر الطازجة و المشروبات الباردة,"['Skill data', 'معرفة جيدة بإجراءات الصحة والسلامة.', 'محترف', 'القدرة على العمل في ورديات مختلفة.', 'محترف', 'اجادة المهارات المحاسبية والدقة في إعداد الفواتير.', 'محترف', 'اجادة التعامل مع اجهزة ومعدات تحضير الأغذية والمشر', 'محترف', 'Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'اصدار شهادة صحية', 'ضروري']",مكة المكرمة,AL QUNFID...,"['Salary', '4000.0']",دوام كامل,0 / 6,0 Years,M,4000.0,غير محدد,0,6,0,2022-12-17,Al-Qunfudhah
بائع,23/05/1444,['بيع مجموعة من السلع والخدمات للعملاء، وتوفير المعلومات المتعلقة بالمنتجات واستخداماتها وأسعارها، وتولي أمور الدفع وتلقي المدفوعات من العملاء.'],"['   بيع مجموعة من السلع والخدمات للعملاء.', '  توفير المعلومات المتعلقة بالمنتجات، والاستخدامات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من العملاء، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",شركة ديار بيكري التجارية,خاص,متوسطة فئة أ,صناعة الحلويات الشعبية والشرقية بمختلف أنواعها,"['Language data', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,both,4000.0,غير محدد,0,1,0,2022-12-17,Riyadh
محاسب,23/05/1444,['إعداد وتنظيم مستندات الصرف ومتابعة تحصيل الإيرادات وتوثيقها وتحليلها، وإعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة وإعداد التقارير والوثائق المتعلقة بالنفقات والإيرادات وحفظها. حاصل علي شهادة في برنامج odoo '],"['   تدقيق المطالبات المالية والتأكد من اكتمال شروطها القانونية والمالية، وإعداد وتنظيم وتوثيق مستندات الصرف ومتابعة تدقيقها وإجازتها للصرف من الجهات الرقابية المعتمدة.', '  مراقبة النفقات الجارية والرأسمالية بحسب الموقف المالي الشهري لبنود الموازنة، وإعداد الموقف المالي والخلاصات الشهرية وإعداد وتنظيم الحسابات الختامية السنوية.', '  إعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة مع كشوف المطابقة الشهرية.', '  تطوير أساليب وإجراءات المحاسبة ومواكبة التطور العلمي والتقني في مجال المحاسبة.', '  إعداد الوثائق والتقارير المتخصصة في مجال محاسبة النفقات والإيرادات وحفظها في قاعدة البيانات الخاصة بذلك.', ' حاصل علي شهادة في برنامج odoo ']",مؤسسة انيسة القصيم التجارية,خاص,صغيرة فئة أ,البيع بالجملة للتمور,"['Skill data', ' حاصل علي شهادة في برنامج odoo ', 'محترف', ' حاصل علي شهادة في برنامج odoo ', 'محترف', 'Professional certificate \\ License data', ' حاصل علي شهادة في برنامج odoo ', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,both,4000.0,غير محدد,0,1,0,2022-12-17,Riyadh
بائع,22/05/1444,['بيع مجموعة من السلع والخدمات للعملاء، وتوفير المعلومات المتعلقة بالمنتجات واستخداماتها وأسعارها، وتولي أمور الدفع وتلقي المدفوعات من العملاء.'],"['   بيع مجموعة من السلع والخدمات للعملاء.', '  توفير المعلومات المتعلقة بالمنتجات، والاستخدامات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من العملاء، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",مؤسسة تموين القهوة للمواد الغذائية,خاص,صغيرة فئة أ,البيع بالجملة لمنتجات القهوة والشاي,"['Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 2,0 Years,M,4000.0,غير محدد,0,2,0,2022-12-16,Jeddah
مهندس معماري,22/05/1444,['تصميم المباني الجديدة أو الملحقات أو التعديلات على المباني القائمة'],"['   وضع التصاميم المشاريع السكنية والتجارية', '  ']",مكتب السا للاستشارات الهندسية,خاص,صغيرة فئة ب,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'برنامج الاتوكاد 2D', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '7000.0']",دوام كامل,0 / 1,0 Years,both,7000.0,غير محدد,0,1,0,2022-12-16,Jeddah
كاتب موارد بشرية,21/05/1444,['الحفاظ على سجلات الموظفين وتحديثها، وإعداد التقارير المتعلقة بالتوظيف، ورفعها إلى المختصين.'],"['   حفظ سجلات الموظفين، وتحديثها، وتسجيل البيانات الشخصية للموظفين الجدد، وضمان اكتمال الوثائق المقدمة.', '  معالجة طلبات التوظيف والترقية، والنقل والإعارة زمتابعتها، وجمع بيانات إضافية عند الحاجة.', '  تسجيل الوقوعات على حالة الموظف وتحديث بياناته المسجلة وحفظ المستندات المؤيدة للوقوعات، وإخطار الجهات ذات الصلة', '  الحفاظ على سرية بيانات الموظفين والتعامل معها بحرص والتحقق من عدم تسريبها وتداولها مع الاطراف المعنية حسب التعليمات الموضوعة', '  إعداد التقارير المتعلقة بالتوظيف ورفعها إلى المختصين.', '  ']",شركة صندوق الرقمي للاتصالات و تقنية المعلومات,خاص,صغيرة فئة ب,أنشطة الخدمات الإدارية المتكاملة للمكاتب,"['Language data', 'الانجليزيه', 'محترف']",الرياض,AR RIYADH...,"['Salary', '4050.0']",دوام كامل,0 / 1,0 Years,M,4050.0,غير محدد,0,1,0,2022-12-15,Riyadh
مندوب مشتريات,21/05/1444,['شراء المواد والسلع عن طريق الشراء المباشر، وشراء المواد والسلع عن طريق المناقصات، ومتابعة استلام المشتريات ومطابقة الكميات والمواصفات، وتدقيق المطالبات المالية المتعلقة بالمشتريات، وإعداد وتقديم تقارير العمل.'],"['   دراسة طلبات الشراء في الجهة المعنية وتدقيقها وفقا للوائح التنظيمية للمشتريات.', '  الشراء المباشر للمواد والسلع وفقا للوائح التنظيمية.', '  تجهيز المناقصات وتوزيعها وجمع عروض التوريد وتشكيل فرق دراسة العروض ومتابعتها وتدقيق نتائج الدراسة، وإرساء طلب الشراء على العرض الأنسب وفقا للوائح والتنظيمات.', '  استلام المشتريات ومطابقة الكميات والمواصفات، وتدقيق المطالبت المالية.', '  إعداد وتقديم تقارير العمل وتوثيقها وحفظها.', '  ']",مؤسسة المحيط الدولي للتجارة,خاص,صغيرة فئة ب,البيع بالتجزئة للادوات الكهربائية وتمديداتها,"['Language data', 'الانجليزية', 'متوسط']",حائل,HAIL...,"['Salary', '4000.0']",دوام كامل,0 / 2,2 Years,both,4000.0,غير محدد,0,2,2,2022-12-15,Hail
مندوب مبيعات,21/05/1444,['جمع البيانات والمواصفات المتعلقة بالمنتجات (السلع والخدمات)، وإعداد قاعدة بيانات بالعملاء الحاليين والمرتقبين والاتصال بالعملاء أو زيارتهم وتقديم عروض البيع ، وإتمام عملية البيع، ومتابعة العملاء وتحصيل الديون، وإعداد وتقديم تقارير العمل'],"['   بناء قاعدة بينات للعملاء الحاليين والمرتقبين مع بياناتهم وعنأوينهم وأرقام هواتفهم', '  الاتصال بالعملاء أو زيارتهم لترويج المنتجات (السلع والخدمات) وتقديم عروض البيع، واستعراض مواصفاتها وميزتها التنافسية', '  التحقق من الأسعار ومنح الخصومات ضمن الصلاحية المخولة، وإتمام عملية الييع وتحرير الفاتورة وتحصيل المبلغ', '  تحصيل ديون العملاء وتسجيلها وتوثيقها وتوريدها للدائرة المالية.', '  إعداد وتقديم تقارير العمل وتوثيقها وحفظها.', '  ']",ورشة بداية الامان للصيانة,خاص,صغيرة فئة أ,صناعة وتجميع آلات ومعدات مناولة زراعية,"['Skill data', 'وجود سيارة', 'متوسط', 'مهارات التحدث', 'متوسط', 'Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'الثانوية', 'ضروري', 'جامعي', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,M,4000.0,غير محدد,0,1,0,2022-12-15,Riyadh
محاسب,21/05/1444,['إعداد وتنظيم مستندات الصرف ومتابعة تحصيل الإيرادات وتوثيقها وتحليلها، وإعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة وإعداد التقارير والوثائق المتعلقة بالنفقات والإيرادات وحفظها.'],"['   تدقيق المطالبات المالية والتأكد من اكتمال شروطها القانونية والمالية، وإعداد وتنظيم وتوثيق مستندات الصرف ومتابعة تدقيقها وإجازتها للصرف من الجهات الرقابية المعتمدة.', '  مراقبة النفقات الجارية والرأسمالية بحسب الموقف المالي الشهري لبنود الموازنة، وإعداد الموقف المالي والخلاصات الشهرية وإعداد وتنظيم الحسابات الختامية السنوية.', '  إعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة مع كشوف المطابقة الشهرية.', '  تطوير أساليب وإجراءات المحاسبة ومواكبة التطور العلمي والتقني في مجال المحاسبة.', '  إعداد الوثائق والتقارير المتخصصة في مجال محاسبة النفقات والإيرادات وحفظها في قاعدة البيانات الخاصة بذلك.', '  ']",شركة سول المتقدمة المحدودة,خاص,متوسطة فئة ج,المطاعم مع الخدمة,"['Language data', 'الانجليزية', 'مبتدئ']",الباحة,AL BAHA...,"['Salary', '6000.0']",دوام كامل,0 / 1,2 Years,both,6000.0,غير محدد,0,1,2,2022-12-15,Al-Baha
فني تدفئة وتهوية وتكييف,21/05/1444,['تركيب معدات التكييف والتدفئة والتهوية وصيانتها وتصليحها، مثل وحدات ومضخات التدفئة ومكيفات الهواء'],"['   المساهمة في مجمل عملية تصميم نظم التهوية وتكييف الهواء والتدفئة، وتقديم المشورة بشأن المواد ومعايير الجودة', '  تقديم الدعم للمشروعات الهندسية، ومباشرة تنفيذ العمليات وتركيب النظم، ووضع جداول زمنية وتقديرات التكلفة', '  تقديم الدعم في أعمال الصيانة وتصليح النظم', '  مراقبة الجوانب الفنية المتصلة في إنتاج وتركيب واستعمال وصيانة منظومات وأجهزة ومعدات التدفئة والتهوية  والتكيف  للتأكد من دقة الأداء ومطابقة المواصفات', '  اتباع سياسات وإجراءات الصحة والسلامة والبيئة', '  ']",صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,"['Professional certificate \\ License data', 'دبلوم', 'ضروري']",الباحة,AL BAHA...,"['Salary', '5700.0']",دوام كامل,0 / 1,4 Years,M,5700.0,غير محدد,0,1,4,2022-12-15,Al-Baha
كهربائي سيارات,21/05/1444,['تركيب النظم الكهربائية والمعدات في السيارات وصيانتها وإصلاحها.'],"['   تفسير المخططات الأولية، وتركيب النظم الكهربائية ومعدات السيارات.', '  فحص الأجزاء المفردة والمجمعة جزئياً والمكتملة التجميع لضمان الالتزام بالجودة والمواصفات.', '  إجراء أعمال الصيانة الوقائية للنظم والمعدات، وتحديد المشكلات والأعطال المحتملة.', '  إجراء الخدمات اللازمة للنظم الكهربائية والمعدات في السيارات وإصلاحها، مثل أجهزة القياس، معدات الإضاءة، والمولدات.', '  اتباع سياسات وإجراءات الصحة والسلامة والبيئة.', '  ']",صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,غير معروف,الباحة,AL BAHA...,"['Salary', '5700.0']",دوام كامل,0 / 1,2 Years,M,5700.0,غير محدد,0,1,2,2022-12-15,Al-Baha
فني صيانة ميكانيكية,21/05/1444,['تتبع المخططات الميكانيكية للمنظومات والأجهزة والمعدات الميكانيكية، وتشخيص الأعطال الميكانيكية وتحديد أسبابها، وتقدير كمية وكلفة المواد والمستلزمات، ومتابعة تنفيذ أنشطة الصيانة اللازمة،وفحص الأجهزة بعد الإصلاح، ومتابعة تنفيذ برامج الصيانة الوقائية بحسب برامج الصيانة الوقائية وإعداد وتقديم تقارير العمل.'],"['   تتبع المخططات الميكانيكية للمنظومات والأجهزة والمعدات الميكانيكية وتحديد إجراءات تشخيص الأعطال.', '  تشخيص أعطال المنظومات والأجهزة والمعدات الميكانيكية، وتقدير كمية وكلفة مواد ومستلزمات الصيانة ومتابعة توفيرها.', '  متابعة إجراءات إصلاح الأعطال وفحص الأجهزة والمعدات الميكانيكية بعد الإصلاح للتأكد من دقة أدائها وضبطها.', '  متابعة تنفيذ برامج الصيانة الوقائية للمنظومات والأجهزة والمعدات الميكانيكية بحسب برامج الصيانة الوقائية.', '  إعداد تقارير العمل وتقديمها وتوثيقها وحفظها.', '  ']",صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,"['Language data', 'اللغة الانجليزية', 'متوسط']",الباحة,AL BAHA...,"['Salary', '5700.0']",دوام كامل,0 / 1,4 Years,M,5700.0,غير محدد,0,1,4,2022-12-15,Al-Baha
فني كهربائي تمديدات كهربائية,21/05/1444,['دراسة مخططات التمديدات الكهربائية وتقدير كميات المواد والأجهزة وتأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات بالإضافة إلى متابعة تنفيذ أعمال التمديدات الكهربائية وتشخيص أعطال التمديدات وتحديد الإجراءات اللازمة لمعالجتها.'],"['   دراسة مخططات التمديدات الكهربائية المنزلية و الصناعية و التجارية و مكوناتها.', '  تقدير كميات المواد و الأجهزة و تأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات و مطابقة مواصفاتها.', '  متابعة تنفيذ أعمال التمديدات الكهربائية و متابعة تشغيل دارات التمديدات الكهربائية و فحص التمديدات الكهربائية مثل فحوص العازلية و الإستمرارية و التأريض.', '  تشخيص أعطال التمديدات الكهربائية و تحديد الإجراءات اللازمة لمعالجتها، و متابعة أعمال الصيانة الوقائية للتمديدات الكهربائية.', '  تطبيق إجراءات و تعليمات السلامة و الصحة المهنية.', '  ']",صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,"['Language data', 'اللغة الإنجليزية', 'متوسط', 'Professional certificate \\ License data', 'الهيئة السعودية للمهندسين', 'مفيد']",الباحة,AL BAHA...,"['Salary', '5700.0']",دوام كامل,0 / 2,4 Years,M,5700.0,غير محدد,0,2,4,2022-12-15,Al-Baha
مبرمج تطبيقات,21/05/1444,"['برمجة الحلول وتحديثات التطبيقات استناداً إلى تعليمات التصميم المفاهيمي ومتطلبات العملاء.', 'خبرة في تصميم المواقع والواجهات.', 'خبرة في لغات البرمجة التالية  ', 'html - sharepoint - asp.net-java - oracle ', 'خبرة في التعامل مع قواعد البيانات SQL Server']","['   استلام خطط التصميم وبنيته وفهمها، وإعداد خطط لكتابة الأكواد البرمجية واختبارها، وتحديد الإطار الزمني ومراحل التنفيذ.', '  تطوير الأكواد البرمجية باستخدام لغة البرمجة المناسبة، وتجميعها في البرامج التنفيذية.', '  تنفيذ الملفات المبرمجة في بيئات مختلفة خاضعة للتحكم، وضمان الالتزام بالمعايير.', '  نشر التطبيقات على أجهزة العملاء وتنفيذها، واختبار المنتج وإجراء التشغيل التجريبي عليه.', '  توثيق إجراءات إنشاء الأكواد البرمجية خلال عملية البرمجة، وتسهيل التحديثات والتغييرات المستقبلية.', '  ']",مؤسسة غيوث الحاسب لتقنية المعلومات,خاص,صغيرة فئة ب,أنشطة الاستشارات في مجال الاتصالات وتقنية المعلومات,"['Skill data', 'دورة في التصميم', 'متوسط', 'Professional certificate \\ License data', 'دورات في البرمجة ', 'ضروري', 'هيئة المهندسين السعوديين', 'ضروري', 'دورات في التصميم', 'ضروري']",القصيم,AL BUKAYR...,"['Salary', '7000.0']",دوام كامل,0 / 1,2 Years,both,7000.0,غير محدد,0,1,2,2022-12-15,Al-Bukayriyah
مهندس صناعي,21/05/1444,['إجراء الدراسات المتعلقة بالعمليات الإنتاجية والإجراءات الإدارية، وتخطيط استعمال التسهيلات والمعدات والمواد والموارد البشرية لتحسين كفاءة العمليات الإنتاجية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال'],"['   دراسة وظائف الوحدات الإدارية وهياكلها التنظيمية والمعلومات والبيانات المتعلقة بالمشروع (المصنع) لتحديد بؤر ومناطق الازدواجية في الأدوار والمهام وتطوير برامج ومؤشرات قياس الأداء، وتحليل عينات من الشغل لتطوير معايير ومؤشرات الاستفادة المثلى من المعدات', '  تحليل مدى وفاعلية الاستفادة من مجهودات العاملين، ودراسة المخطط التوزيعي لمعدات المصنع والبيانات التشغيلية، مثل: كلفة الإنتاج ومسار العملية الإنتاجية والجداول الزمنية للإنتاج لتقييم مدى الاستعمال الكفوء للعاملين والمعدات', '  تطوير طرق تستهدف تحسين كفاءة العاملين وضبط استعمال المواد والمعدات ومتابعة تنفيذها', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات التقنية.', '  إعداد الوثائق والتقارير المتخصصة بنتائج أعمال وعمليات الهندسية و عرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,متوسطة فئة ج,أنشطة خدمات صيانة المباني,"['Language data', 'الإنجليزية ', 'متوسط', 'Professional certificate \\ License data', 'شهادة الهيئة السعودية للمهندسين', 'ضروري']",الباحة,AL BAHA...,"['Salary', '8400.0']",دوام كامل,0 / 2,0 Years,M,8400.0,غير محدد,0,2,0,2022-12-15,Al-Baha
مهندس شبكات,21/05/1444,['إعداد مخططات ومواصفات خطوط شبكات الحاسب الآلي وشبكات الاتصالات، وإعداد خطط التنفيذ لتركيب الشبكات، وإعداد إجراءات فحوص الاستلام والتسليم، وإعداد الوثائق والتقارير المتخصصة بنتائج هذه الدراسات والتحاليل والقيام بعرضها ومناقشتها'],"['   دراسة متطلبات العمل وإعداد المخططات التفصيلية لخطوط شبكات الحاسب الآلي وشبكات الاتصالات وتحديد مواصفاتها، وتحديد المسارات الخطوط ومواضع نقاط تقاطع اتصال المعلومات', '  إعداد خطط ووثائق تنفيذ وتركيب خطوط شبكات الحاسب الآلي وشبكات الاتصالات ومتابعة إجراءات التنفيذ وإجراء فحوص التسليم', '  إعداد برامج الصيانة الوقائية لشبكات الحاسب الآلي والاتصالات ومتابعة إجراءات تنفيذها', '  تطوير أساليب وإجراءات العمل ومواكبة التطورات التقنية', '  إعداد الوثائق والتقارير المتخصصة بالأعمال والمشروعات الهندسية ونسب تقدمها عرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",مؤسسة غيوث الحاسب لتقنية المعلومات,خاص,صغيرة فئة ب,أنشطة الاستشارات في مجال الاتصالات وتقنية المعلومات,"['Skill data', 'CCNA', 'متوسط', 'MCSE', 'متوسط', 'Security +', 'متوسط', 'Professional certificate \\ License data', 'CCNA', 'ضروري', 'MCSE', 'ضروري']",القصيم,AL BUKAYR...,"['Salary', '7000.0']",دوام كامل,0 / 1,4 Years,M,7000.0,غير محدد,0,1,4,2022-12-15,Al-Bukayriyah
